Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,221/171,120/96,80/62,21/13,-,-
2024,38/20,33/13,5/7,-,-,-
2023,36/31,22/20,12/9,2/2,-,-
2022,43/31,24/22,17/8,2/1,-,-
2021,25/29,7/9,15/19,3/1,-,-
2020,19/13,5/4,4/4,10/5,-,-
2019,35/25,17/14,14/9,4/2,-,-
2018,21/16,8/8,13/6,0/2,-,-
2017,4/6,4/6,-,-,-,-
