Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,84/33,39/19,32/12,-,-,13/2
2024,24/6,10/5,14/1,-,-,-
2023,34/13,11/5,10/6,-,-,13/2
2022,20/11,13/7,7/4,-,-,-
2021,6/3,5/2,1/1,-,-,-
