Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,201/184,123/111,78/73,-,-,-
2023,15/12,12/11,3/1,-,-,-
2022,24/26,10/9,14/17,-,-,-
2021,5/9,5/9,-,-,-,-
2020,3/2,-,3/2,-,-,-
2019,16/19,9/12,7/7,-,-,-
2018,19/28,14/19,5/9,-,-,-
2017,26/20,23/18,3/2,-,-,-
2016,38/25,20/13,18/12,-,-,-
2015,38/30,15/9,23/21,-,-,-
2014,17/13,15/11,2/2,-,-,-
