Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,300/222,29/25,223/155,23/20,25/20,0/2
2024,21/25,2/3,10/17,1/1,8/4,-
2023,52/28,2/3,45/17,5/4,0/3,0/1
2022,36/29,5/8,21/15,2/1,8/4,0/1
2021,21/14,0/1,13/9,4/1,4/3,-
2020,15/14,1/2,13/7,1/5,-,-
2019,40/32,2/4,37/25,1/2,0/1,-
2018,30/30,17/4,8/19,1/3,4/4,-
2017,43/28,-,35/25,8/3,-,-
2016,27/13,-,26/12,-,1/1,-
2015,11/4,-,11/4,-,-,-
2014,3/2,-,3/2,-,-,-
2013,1/3,-,1/3,-,-,-
