Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,119/99,66/65,16/18,18/13,-,19/3
2024,17/7,12/6,-,-,-,5/1
2023,22/7,7/3,0/1,1/1,-,14/2
2022,9/13,7/10,2/1,0/2,-,-
2021,8/14,4/10,0/1,4/3,-,-
2020,10/10,7/7,0/1,3/2,-,-
2019,27/23,12/12,10/8,5/3,-,-
2018,23/18,14/10,4/6,5/2,-,-
2017,1/4,1/4,-,-,-,-
2016,2/3,2/3,-,-,-,-
