Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,146/202,76/113,60/73,10/16,-,-
2024,15/15,14/13,1/2,-,-,-
2023,20/26,7/13,12/12,1/1,-,-
2022,19/26,9/9,8/14,2/3,-,-
2021,22/24,1/7,18/13,3/4,-,-
2020,8/16,4/10,3/5,1/1,-,-
2019,19/27,13/20,6/7,-,-,-
2018,16/31,9/19,6/9,1/3,-,-
2017,17/17,15/13,2/4,-,-,-
2016,5/11,2/6,1/3,2/2,-,-
2015,5/7,2/2,3/4,0/1,-,-
2014,0/1,-,-,0/1,-,-
2013,0/1,0/1,-,-,-,-
