Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,42/44,13/10,27/26,2/8,-,-
2024,5/10,2/2,2/6,1/2,-,-
2023,28/19,3/2,25/14,0/3,-,-
2022,8/9,8/4,0/4,0/1,-,-
2021,1/6,0/2,0/2,1/2,-,-
