Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,162/103,35/16,119/80,8/6,0/1,-
2024,43/28,-,43/28,-,-,-
2023,44/26,3/3,38/20,3/2,0/1,-
2022,34/18,18/9,12/7,4/2,-,-
2021,3/3,0/1,3/2,-,-,-
2020,3/4,-,3/3,0/1,-,-
2019,17/11,4/1,12/9,1/1,-,-
2018,17/11,10/2,7/9,-,-,-
2017,1/2,-,1/2,-,-,-
