Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,453/297,254/158,143/83,53/51,3/5,-
2024,31/25,20/12,9/11,1/1,1/1,-
2023,52/34,20/12,20/13,11/8,1/1,-
2022,39/33,28/22,6/6,4/4,1/1,-
2021,28/32,17/16,6/7,5/7,0/2,-
2020,30/17,15/9,12/6,3/2,-,-
2019,39/31,16/15,10/5,13/11,-,-
2018,53/29,34/20,14/4,5/5,-,-
2017,53/26,42/20,11/6,-,-,-
2016,59/26,29/12,30/13,0/1,-,-
2015,27/19,15/10,9/6,3/3,-,-
2014,28/16,12/7,11/4,5/5,-,-
2013,14/8,6/3,5/2,3/3,-,-
2012,0/1,-,-,0/1,-,-
