Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,148/116,77/50,18/23,46/38,6/5,1/0
2024,25/27,8/10,14/13,0/2,2/2,1/0
2023,35/31,15/11,1/7,15/10,4/3,-
2022,55/31,40/20,0/1,15/10,-,-
2021,26/22,8/7,3/2,15/13,-,-
2020,7/4,6/2,-,1/2,-,-
2019,0/1,-,-,0/1,-,-
