Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,126/101,3/1,59/48,64/44,0/8,-
2024,9/10,-,9/9,-,0/1,-
2023,26/25,-,9/8,17/14,0/3,-
2022,26/28,3/1,8/13,15/10,0/4,-
2021,45/23,-,27/14,18/9,-,-
2020,15/10,-,2/1,13/9,-,-
2019,5/3,-,4/2,1/1,-,-
2015,0/1,-,0/1,-,-,-
2013,0/1,-,-,0/1,-,-
