Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
25.08.,Caniato C. A.,2,,,,,,8,3,56%,75% (36/48),57% (21/37),80% (4/5),38% (20/52),48% (11/23),57% (4/7),67% (57/85),41% (31/75),55% (88/160),7,0,92% (12/13),31% (4/13),62% (16/26),[],"['2', '0']","['1', '0', '3', '0', '6', '1']",[],[],1.59
25.08.,Rodriguez Taverna S.,1,,,,,,7,0,69%,62% (32/52),52% (12/23),43% (3/7),25% (12/48),43% (16/37),20% (1/5),59% (44/75),33% (28/85),45% (72/160),3,1,69% (9/13),8% (1/13),38% (10/26),"['5', '4']",[],[],[],[],2.27
22.08.,Nikles J.,2,,,,,,"['2', '3', '3', '4', '5', '4']","['2', '1', '5', '2']",[],[],[],2.99
22.08.,Caniato C. A.,0,,,,,,"['3', '1', '4', '2']",[],[],[],[],1.37
22.08.,Caniato C. A.,2,,,,,,"['2', '3', '6', '5']","['3', '4']","['2', '0', '4', '0']",[],[],1.05
22.08.,Genier T.,1,,,,,,"['2', '0']","['2', '0']",[],[],[],7.70
19.08.,Caniato C. A.,2,,,,,,"['2', '0', '5', '1']","['3', '2', '5', '2', '6', '2']",[],[],[],-
19.08.,Stepanov T.,0,,,,,,[],[],[],[],[],-
06.08.,Lajovic D.,2,,,,,,4,0,60%,79% (22/28),68% (13/19),0% (0/1),31% (9/29),54% (15/28),100% (4/4),17,9,100% (1/1),74% (35/47),42% (24/57),57% (59/104),7,0,89% (8/9),40% (4/10),63% (12/19),"['2', '1', '5', '4']","['3', '2', '6', '3']",[],[],[],1.23
06.08.,Caniato C. A.,0,,,,,,3,4,51%,69% (20/29),46% (13/28),0% (0/4),21% (6/28),32% (6/19),100% (1/1),17,23,44% (4/9),58% (33/57),26% (12/47),43% (45/104),3,0,60% (6/10),11% (1/9),37% (7/19),"['4', '4']",[],[],[],[],3.88
05.08.,Caniato C. A.,2,,,,,,5,2,58%,88% (23/26),68% (13/19),0% (0/0),38% (9/24),52% (15/29),27% (3/11),15,10,33% (1/3),80% (36/45),45% (24/53),61% (60/98),7,0,100% (9/9),38% (3/8),71% (12/17),"['6', '4']","['2', '0', '4', '0']",[],[],[],1.43
05.08.,Paulson A.,0,,,,,,0,5,45%,63% (15/24),48% (14/29),73% (8/11),12% (3/26),32% (6/19),0% (0/0),12,30,33% (3/9),55% (29/53),20% (9/45),39% (38/98),3,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.70
01.08.,Ovcharenko O.,2,,,,,,"['4', '3', '6', '5']","['1', '0', '4', '1']",[],[],[],2.26
01.08.,Caniato C. A.,0,,,,,,"['5', '5']",[],[],[],[],1.58
31.07.,Caniato C. A.,2,,,,,,"['2', '0', '6', '4']","['2', '2', '4', '2']",[],[],[],1.62
31.07.,Jianu F. C.,0,,,,,,"['4', '5']","['2', '1']",[],[],[],2.18
30.07.,Caniato C. A.,2,,,,,,"['4', '4', '6', '4']","['2', '0']",[],[],[],1.27
30.07.,Ghetu G.,0,,,,,,"['3', '2']",[],[],[],[],3.46
27.07.,Caniato C. A.,2,,,,,,"['2', '0', '3', '1']","['2', '1', '4', '1']",[],[],[],1.45
27.07.,Roncadelli F.,0,,,,,,"['1', '2']",[],[],[],[],2.58
26.07.,Caniato C. A.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['4', '2', '6', '2']",[],[],[],1.90
26.07.,Papoe R. M.,0,,,,,,[],[],[],[],[],1.80
25.07.,Caniato C. A.,2,,,,,,"['4', '2', '6', '2']","['2', '0', '5', '1']",[],[],[],2.00
25.07.,Marti Pujolras A.,0,,,,,,[],[],[],[],[],1.72
24.07.,Chirita I. A.,0,,,,,,[],[],[],[],[],3.81
24.07.,Caniato C. A.,0,,,,,,"['3', '1', '5', '1']",[],[],[],[],1.23
23.07.,Caniato C. A.,2,,,,,,"['6', '4']","['3', '1', '5', '3']",[],[],[],1.20
23.07.,Breazu V. C.,0,,,,,,[],"['3', '4']",[],[],[],4.14
16.07.,Mayot H.,2,,,,,,3,4,54%,71% (37/52),62% (28/45),83% (5/6),36% (18/50),39% (14/36),43% (3/7),30,29,100% (3/3),67% (65/97),37% (32/86),53% (97/183),6,0,93% (13/14),21% (3/14),57% (16/28),[],"['3', '2', '5', '2']","['5', '4']",[],[],1.25
16.07.,Caniato C. A.,1,,,,,,12,4,58%,64% (32/50),61% (22/36),57% (4/7),29% (15/52),38% (17/45),17% (1/6),32,42,67% (10/15),63% (54/86),33% (32/97),47% (86/183),4,4,79% (11/14),7% (1/14),43% (12/28),"['6', '4']",[],[],[],[],3.70
14.07.,Caniato C. A.,2,,,,,,3,5,55%,68% (34/50),66% (27/41),83% (5/6),24% (10/42),52% (22/42),40% (2/5),19,39,85% (11/13),67% (61/91),38% (32/84),53% (93/175),8,0,92% (11/12),17% (2/12),54% (13/24),"['3', '4']","['7', '5']",[],[],[],2.99
14.07.,Blanchet U.,0,,,,,,4,4,50%,76% (32/42),48% (20/42),60% (3/5),32% (16/50),34% (14/41),17% (1/6),23,35,67% (4/6),62% (52/84),33% (30/91),47% (82/175),2,0,83% (10/12),8% (1/12),46% (11/24),"['3', '1']",[],[],[],[],1.36
06.07.,Dodig M.,2,,,,,,3,3,49%,78% (28/36),54% (20/37),0% (0/3),28% (11/40),49% (18/37),44% (4/9),33,27,66% (48/73),38% (29/77),51% (77/150),6,0,79% (11/14),29% (4/14),54% (15/28),"['2', '1']","['1', '0']","['1', '1', '3', '1']",[],[],1.48
06.07.,Caniato C. A.,1,,,,,,5,1,52%,73% (29/40),51% (19/37),56% (5/9),22% (8/36),46% (17/37),100% (3/3),23,23,62% (48/77),34% (25/73),49% (73/150),4,3,71% (10/14),21% (3/14),46% (13/28),[],"['1', '1', '5', '3']","['1', '0']",[],[],2.53
30.06.,Thanos A.,2,,,,,,3,3,57%,74% (34/46),37% (13/35),56% (5/9),34% (14/41),32% (12/38),57% (4/7),27,37,91% (10/11),58% (47/81),33% (26/79),46% (73/160),8,0,71% (10/14),27% (4/15),48% (14/29),"['1', '0', '3', '2', '5', '2']",[],"['7', '5']",[],[],1.73
30.06.,Caniato C. A.,1,,,,,,1,1,52%,66% (27/41),68% (26/38),43% (3/7),26% (12/46),63% (22/35),44% (4/9),24,27,75% (9/12),67% (53/79),42% (34/81),54% (87/160),2,0,73% (11/15),29% (4/14),52% (15/29),"['2', '2', '3', '5']","['2', '0', '4', '0']",[],[],[],2.02
29.06.,Zapata Miralles B.,0,,,,,,0,0,83%,56% (22/39),63% (5/8),89% (8/9),18% (2/11),31% (4/13),100% (1/1),9,14,100% (1/1),57% (27/47),25% (6/24),46% (33/71),6,0,80% (4/5),20% (1/5),50% (5/10),"['5', '5']",[],[],[],[],1.31
29.06.,Caniato C. A.,0,,,,,,1,1,46%,82% (9/11),69% (9/13),0% (0/1),44% (17/39),38% (3/8),11% (1/9),15,11,100% (4/4),75% (18/24),43% (20/47),54% (38/71),4,0,80% (4/5),20% (1/5),50% (5/10),"['2', '1']",[],[],[],[],3.27
