Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,28/30,22/20,6/7,0/3,-,-
2024,20/21,17/16,3/4,0/1,-,-
2023,7/6,4/3,3/3,-,-,-
2022,1/2,1/1,-,0/1,-,-
2021,0/1,-,-,0/1,-,-
