Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,82/111,45/72,37/35,0/4,-,-
2024,28/21,11/12,17/9,-,-,-
2023,24/34,9/21,15/11,0/2,-,-
2022,18/26,14/18,4/7,0/1,-,-
2021,5/15,4/9,1/6,-,-,-
2020,6/10,6/8,0/2,-,-,-
2019,0/3,0/3,-,-,-,-
2018,1/2,1/1,-,0/1,-,-
