Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,72/56,63/38,9/16,0/2,-,-
2024,24/20,18/11,6/7,0/2,-,-
2023,31/20,28/15,3/5,-,-,-
2022,16/8,16/5,0/3,-,-,-
2021,1/8,1/7,0/1,-,-,-
