Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,147/128,116/94,16/18,14/15,-,1/1
2024,21/23,21/23,-,-,-,-
2023,33/37,28/23,2/4,3/10,-,-
2022,34/34,20/21,9/9,4/3,-,1/1
2021,42/25,30/18,5/5,7/2,-,-
2020,15/6,15/6,-,-,-,-
2019,2/2,2/2,-,-,-,-
2018,0/1,0/1,-,-,-,-
