Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,83/58,21/16,21/20,23/14,2/2,16/6
2024,16/15,5/7,4/6,3/2,-,4/0
2023,31/29,4/5,12/11,13/9,2/2,0/2
2022,24/12,5/3,5/3,7/3,-,7/3
2021,12/2,7/1,-,-,-,5/1
