Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,67/60,1/3,59/52,2/1,5/4,-
2024,25/15,-,22/12,2/1,1/2,-
2023,12/18,1/1,7/15,-,4/2,-
2022,25/20,-,25/20,-,-,-
2021,5/4,-,5/4,-,-,-
2017,0/2,0/2,-,-,-,-
2015,0/1,-,0/1,-,-,-
