Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,27/46,20/31,7/14,0/1,-,-
2024,9/13,9/13,-,-,-,-
2023,13/16,9/11,4/5,-,-,-
2022,2/12,2/7,0/4,0/1,-,-
2021,1/4,-,1/4,-,-,-
2020,2/1,-,2/1,-,-,-
