Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,142/115,89/67,27/32,4/5,-,22/11
2024,24/19,24/17,0/2,-,-,-
2023,32/23,16/11,6/8,1/1,-,9/3
2022,19/11,7/3,0/1,-,-,12/7
2021,11/8,2/3,9/5,-,-,-
2020,6/5,5/4,-,-,-,1/1
2019,3/6,0/2,2/3,1/1,-,-
2018,11/7,11/7,-,-,-,-
2017,5/7,3/4,-,2/3,-,-
2016,16/16,12/12,4/4,-,-,-
2015,15/13,9/4,6/9,-,-,-
