Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,171/128,27/18,134/98,7/6,3/6,-
2024,31/21,1/1,30/20,-,-,-
2023,36/30,1/1,34/26,0/1,1/2,-
2022,15/13,8/5,6/6,1/2,-,-
2021,26/13,13/9,13/4,-,-,-
2020,11/5,-,10/4,1/1,-,-
2019,16/12,4/2,12/10,-,-,-
2018,17/14,-,17/14,-,-,-
2017,15/11,-,11/10,4/1,-,-
2016,2/7,-,1/4,1/1,0/2,-
2015,2/2,-,-,-,2/2,-
