Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,110/68,11/5,98/62,1/1,-,-
2024,22/8,-,21/7,1/1,-,-
2023,8/2,-,8/2,-,-,-
2022,1/2,-,1/2,-,-,-
2019,1/1,-,1/1,-,-,-
2018,9/8,1/1,8/7,-,-,-
2017,24/15,-,24/15,-,-,-
2016,38/22,10/4,28/18,-,-,-
2015,2/4,-,2/4,-,-,-
2014,0/2,-,0/2,-,-,-
2013,5/4,-,5/4,-,-,-
