Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,42/43,14/14,28/29,-,-,-
2024,21/20,6/6,15/14,-,-,-
2023,20/21,7/6,13/15,-,-,-
2022,1/2,1/2,-,-,-,-
