Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,152/139,61/64,79/61,4/8,-,8/6
2024,22/11,5/5,17/6,-,-,-
2023,11/18,9/11,0/2,0/2,-,2/3
2022,21/19,1/2,12/10,2/4,-,6/3
2021,10/15,1/3,9/12,-,-,-
2020,3/3,1/3,2/0,-,-,-
2019,26/21,9/8,17/13,-,-,-
2018,7/5,7/3,0/2,-,-,-
2017,21/18,10/9,10/8,1/1,-,-
2016,20/14,10/9,9/4,1/1,-,-
2015,8/10,5/6,3/4,-,-,-
2014,2/4,2/4,-,-,-,-
2013,1/1,1/1,-,-,-,-
