Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
26.08.,Kuzmanov D.,2,,,,,,3,1,58%,90% (28/31),64% (14/22),100% (2/2),26% (8/31),53% (9/17),50% (2/4),79% (42/53),35% (17/48),58% (59/101),7,0,100% (10/10),22% (2/9),63% (12/19),"['3', '1']","['5', '4']",[],[],[],1.50
26.08.,Popko D.,0,,,,,,1,0,65%,74% (23/31),47% (8/17),50% (2/4),10% (3/31),36% (8/22),0% (0/2),65% (31/48),21% (11/53),42% (42/101),3,2,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.48
19.08.,Roncadelli F.,2,,,,,,0,1,70%,62% (33/53),48% (11/23),56% (5/9),52% (28/54),44% (14/32),47% (7/15),10,35,88% (7/8),58% (44/76),49% (42/86),53% (86/162),8,0,67% (8/12),54% (7/13),60% (15/25),"['2', '5']","['3', '1', '5', '3']","['1', '0', '2', '1', '4', '1', '6', '1']",[],[],18.5
19.08.,Kuzmanov D.,1,,,,,,4,1,63%,48% (26/54),56% (18/32),53% (8/15),38% (20/53),52% (12/23),44% (4/9),22,61,86% (6/7),51% (44/86),42% (32/76),47% (76/162),2,0,46% (6/13),33% (4/12),40% (10/25),"['2', '0', '4', '0']","['3', '4']","['1', '1']",[],[],1.34
21.07.,Fatic N.,2,,,,,,8,0,61%,77% (36/47),63% (19/30),50% (3/6),25% (13/53),63% (24/38),71% (5/7),37,23,88% (14/16),71% (55/77),41% (37/91),55% (92/168),6,0,80% (12/15),33% (5/15),57% (17/30),"['2', '3']","['1', '0', '5', '4']","['2', '1', '4', '1']",[],[],1.81
21.07.,Kuzmanov D.,1,,,,,,5,1,58%,75% (40/53),37% (14/38),29% (2/7),23% (11/47),37% (11/30),50% (3/6),27,34,50% (6/12),59% (54/91),29% (22/77),45% (76/168),4,1,67% (10/15),20% (3/15),43% (13/30),"['2', '0', '7', '5']","['1', '1']",[],[],[],1.92
17.07.,Coppejans K.,2,,,,,,3,3,56%,65% (30/46),64% (23/36),50% (2/4),38% (20/53),56% (15/27),30% (3/10),65% (53/82),44% (35/80),54% (88/162),8,0,83% (10/12),25% (3/12),54% (13/24),"['4', '5']","['2', '2', '7', '5']",[],[],[],1.73
17.07.,Kuzmanov D.,0,,,,,,1,1,66%,62% (33/53),44% (12/27),70% (7/10),35% (16/46),36% (13/36),50% (2/4),56% (45/80),35% (29/82),46% (74/162),2,0,75% (9/12),17% (2/12),46% (11/24),"['2', '0']","['2', '1']",[],[],[],2.02
15.07.,Kuzmanov D.,2,,,,,,4,0,83%,70% (53/76),50% (8/16),75% (3/4),29% (14/49),42% (11/26),29% (2/7),66% (61/92),33% (25/75),51% (86/167),6,0,93% (13/14),15% (2/13),56% (15/27),"['5', '3']",[],"['3', '1']",[],[],1.41
15.07.,Krumich M.,1,,,,,,5,0,65%,71% (35/49),58% (15/26),71% (5/7),30% (23/76),50% (8/16),25% (1/4),67% (50/75),34% (31/92),49% (81/167),4,0,85% (11/13),7% (1/14),44% (12/27),[],"['4', '2']",[],[],[],2.77
