Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,65/57,16/23,42/28,7/6,-,-
2024,15/8,9/6,6/2,-,-,-
2023,19/16,1/3,16/11,2/2,-,-
2022,16/20,4/9,10/8,2/3,-,-
2021,15/9,2/2,10/6,3/1,-,-
2019,0/3,0/2,0/1,-,-,-
2017,0/1,0/1,-,-,-,-
