Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,96/132,27/37,68/93,1/2,-,-
2024,14/18,7/6,7/12,-,-,-
2023,4/7,0/1,4/6,-,-,-
2022,19/23,5/4,14/19,-,-,-
2021,15/16,-,15/16,-,-,-
2020,2/8,1/2,0/4,1/2,-,-
2019,18/26,9/13,9/13,-,-,-
2018,13/21,0/5,13/16,-,-,-
2017,11/11,5/6,6/5,-,-,-
2016,0/2,-,0/2,-,-,-
