Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,88/95,21/22,51/56,16/15,-,0/2
2024,8/16,6/9,1/5,1/2,-,-
2023,23/21,9/6,14/13,0/2,-,-
2022,26/15,-,25/14,1/1,-,-
2021,14/12,6/4,0/2,8/5,-,0/1
2020,0/3,-,0/3,-,-,-
2019,7/8,0/2,4/4,3/2,-,-
2018,9/10,-,6/7,3/2,-,0/1
2017,1/3,-,1/3,-,-,-
2016,0/4,0/1,0/3,-,-,-
2015,0/3,-,0/2,0/1,-,-
