Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,6/13,1/3,1/7,-,-,4/3
2024,1/3,-,1/3,-,-,-
2023,5/8,1/1,0/4,-,-,4/3
2022,0/2,0/2,-,-,-,-
