Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,139/95,13/17,78/61,23/15,1/1,24/1
2024,16/22,4/4,11/13,0/4,1/1,-
2023,53/28,2/5,24/15,20/8,-,7/0
2022,51/26,4/4,27/19,3/2,-,17/1
2021,15/15,0/1,15/13,0/1,-,-
2020,1/1,1/1,-,-,-,-
2019,3/3,2/2,1/1,-,-,-
