Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Aix en Provence (France) - Qualification,clay,header
28.04. 14:40,Janvier M.,0,3,0,,,,3,3,63%,50% (13/26),33% (5/15),0% (0/4),27% (7/26),27% (3/11),25% (1/4),44% (18/41),27% (10/37),36% (28/78),3,0,33% (2/6),14% (1/7),23% (3/13),[],[],[],[],[],4.60
28.04. 14:40,Vacherot V.,1,6,4,,,,4,0,70%,73% (19/26),73% (8/11),75% (3/4),50% (13/26),67% (10/15),100% (4/4),73% (27/37),56% (23/41),64% (50/78),7,0,86% (6/7),67% (4/6),77% (10/13),[],[],[],[],[],1.17
CHALLENGER MEN - SINGLES :  Savannah (USA),clay,header
22.04. 21:40,Janvier M.,0,5,5,,,,1,2,61%,52% (24/46),52% (15/29),17% (1/6),32% (12/38),47% (14/30),75% (3/4),52% (39/75),38% (26/68),45% (65/143),1,0,58% (7/12),25% (3/12),42% (10/24),[],[],[],[],[],2.40
22.04. 21:40,Mejia N.,2,7,7,,,,1,5,56%,68% (26/38),53% (16/30),25% (1/4),48% (22/46),48% (14/29),83% (5/6),62% (42/68),48% (36/75),55% (78/143),9,0,75% (9/12),42% (5/12),58% (14/24),[],[],[],[],[],1.53
CHALLENGER MEN - SINGLES :  San Luis Potosi (Mexico),clay,header
15.04. 07:50,Janvier M.,1,7^7,2,3,,,2,11,55%,76% (38/50),29% (12/41),25% (2/8),22% (11/50),58% (23/40),60% (3/5),55% (50/91),38% (34/90),46% (84/181),4,0,57% (8/14),20% (3/15),38% (11/29),[],[],[],[],[],3.15
15.04. 07:50,Ficovich J. P.,2,6^4,6,6,,,5,4,56%,78% (39/50),43% (17/40),40% (2/5),24% (12/50),71% (29/41),75% (6/8),62% (56/90),45% (41/91),54% (97/181),6,0,80% (12/15),43% (6/14),62% (18/29),[],[],[],[],[],1.33
CHALLENGER MEN - SINGLES :  Mexico City (Mexico),clay,header
09.04. 03:55,Janvier M.,1,1,6,6^7,,,16,19,45%,80% (44/55),41% (28/68),80% (12/15),30% (19/64),46% (22/48),11% (1/9),59% (72/123),37% (41/112),48% (113/235),5,3,80% (12/15),7% (1/14),45% (13/29),[],[],[],[],[],1.78
09.04. 03:55,Oberleitner N.,2,6,4,7^9,,,5,9,57%,70% (45/64),54% (26/48),89% (8/9),20% (11/55),59% (40/68),20% (3/15),63% (71/112),41% (51/123),52% (122/235),5,1,93% (13/14),20% (3/15),55% (16/29),[],[],[],[],[],1.95
CHALLENGER MEN - SINGLES :  Barletta (Italy),clay,header
03.04. 15:15,Janvier M.,0,6^6,5,,,,5,9,52%,67% (36/54),45% (22/49),83% (15/18),33% (22/67),53% (10/19),29% (2/7),56% (58/103),37% (32/86),48% (90/189),2,0,75% (9/12),17% (2/12),46% (11/24),[],[],[],[],[],2.81
03.04. 15:15,Dalla Valle E.,2,7^8,7,,,,0,3,78%,67% (45/67),47% (9/19),71% (5/7),33% (18/54),55% (27/49),17% (3/18),63% (54/86),44% (45/103),52% (99/189),8,0,83% (10/12),25% (3/12),54% (13/24),[],[],[],[],[],1.40
02.04. 13:45,Janvier M.,2,3,6,6,,,3,9,65%,64% (42/66),50% (18/36),62% (8/13),40% (21/53),52% (25/48),40% (6/15),59% (60/102),46% (46/101),52% (106/203),7,0,71% (10/14),36% (5/14),54% (15/28),[],[],[],[],[],5.20
02.04. 13:45,Prizmic D.,1,6,4,3,,,4,7,52%,60% (32/53),48% (23/48),60% (9/15),36% (24/66),50% (18/36),38% (5/13),54% (55/101),41% (42/102),48% (98/203),3,0,64% (9/14),29% (4/14),46% (13/28),[],[],[],[],[],1.13
CHALLENGER MEN - SINGLES :  Morelia (Mexico) - Qualification,hard,header
24.03. 22:45,Janvier M.,0,4,2,,,,6,14,42%,88% (22/25),38% (13/34),63% (5/8),22% (7/32),22% (4/18),0% (0/1),59% (35/59),22% (11/50),42% (46/109),3,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.56
24.03. 22:45,Ejupovic E.,2,6,6,,,,3,2,64%,78% (25/32),78% (14/18),100% (1/1),12% (3/25),62% (21/34),38% (3/8),78% (39/50),41% (24/59),58% (63/109),7,0,100% (9/9),33% (3/9),67% (12/18),[],[],[],[],[],2.33
23.03. 23:10,Janvier M.,2,6^4,6,6,,,10,15,50%,80% (40/50),46% (23/50),71% (5/7),30% (17/56),57% (25/44),42% (5/12),63% (63/100),42% (42/100),53% (105/200),8,0,87% (13/15),36% (5/14),62% (18/29),[],[],[],[],[],1.28
23.03. 23:10,McCormick T.,1,7^7,3,2,,,8,9,56%,70% (39/56),43% (19/44),58% (7/12),20% (10/50),54% (27/50),29% (2/7),58% (58/100),37% (37/100),48% (95/200),2,1,64% (9/14),13% (2/15),38% (11/29),[],[],[],[],[],3.47
CHALLENGER MEN - SINGLES :  Merida (Mexico),clay,header
18.03. 08:10,Janvier M.,0,5,3,,,,4,4,66%,77% (27/35),39% (7/18),57% (4/7),30% (14/47),37% (7/19),25% (1/4),64% (34/53),32% (21/66),46% (55/119),4,0,70% (7/10),9% (1/11),38% (8/21),[],[],[],[],[],4.75
18.03. 08:10,Dellien H.,2,7,6,,,,2,2,71%,70% (33/47),63% (12/19),75% (3/4),23% (8/35),61% (11/18),43% (3/7),68% (45/66),36% (19/53),54% (64/119),6,0,91% (10/11),30% (3/10),62% (13/21),[],[],[],[],[],1.17
CHALLENGER MEN - SINGLES :  Cherbourg (France),hard,header
12.03. 15:35,Janvier M.,0,2,6^6,,,,8,6,63%,58% (26/45),50% (13/26),56% (5/9),25% (13/51),60% (12/20),33% (2/6),55% (39/71),35% (25/71),45% (64/142),5,3,60% (6/10),20% (2/10),40% (8/20),[],[],[],[],[],2.07
