Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,152/90,15/11,132/78,-,-,5/1
2024,18/11,4/1,14/10,-,-,-
2023,21/13,-,21/13,-,-,-
2022,23/10,2/2,16/7,-,-,5/1
2021,11/4,-,11/4,-,-,-
2020,2/1,2/1,-,-,-,-
2019,3/4,0/1,3/3,-,-,-
2018,23/11,-,23/11,-,-,-
2017,14/14,0/1,14/13,-,-,-
2016,10/7,2/1,8/6,-,-,-
2015,25/14,3/3,22/11,-,-,-
2014,2/1,2/1,-,-,-,-
