Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,35/59,21/26,9/23,5/10,-,-
2024,14/17,14/12,0/4,0/1,-,-
2023,10/19,5/9,3/6,2/4,-,-
2022,6/14,2/5,1/5,3/4,-,-
2021,5/9,-,5/8,0/1,-,-
