Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,222/185,118/109,66/46,36/29,2/1,-
2024,26/17,15/10,8/3,3/4,-,-
2023,41/24,9/5,21/12,11/7,-,-
2022,32/26,9/13,15/8,8/5,-,-
2021,12/16,2/6,4/6,4/3,2/1,-
2020,3/5,0/2,3/2,0/1,-,-
2019,27/18,19/11,7/6,1/1,-,-
2018,23/28,18/22,5/6,-,-,-
2017,24/27,20/20,2/2,2/5,-,-
2016,18/15,10/11,1/1,7/3,-,-
2015,16/9,16/9,-,-,-,-
