Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,169/127,105/77,42/35,21/12,1/3,-
2024,25/21,13/13,10/6,2/1,0/1,-
2023,36/34,26/21,7/10,3/2,0/1,-
2022,29/24,18/14,8/9,2/0,1/1,-
2021,36/17,25/13,8/3,3/1,-,-
2020,29/17,15/11,6/3,8/3,-,-
2019,10/11,5/4,3/4,2/3,-,-
2018,1/1,-,-,1/1,-,-
2017,3/2,3/1,-,0/1,-,-
