Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
31.10. 16:10,Bax F.,1,7,1,3,,,15,2,55%,67% (35/52),42% (18/43),64% (9/14),32% (16/50),39% (13/33),40% (2/5),56% (53/95),35% (29/82),46% (82/177),4,1,64% (9/14),14% (2/14),39% (11/28),"['4', '3', '6', '5']",[],[],[],[],1.40
31.10. 16:10,Singh K.,2,5,6,6,,,4,7,60%,68% (34/50),61% (20/33),60% (3/5),33% (17/52),58% (25/43),36% (5/14),65% (53/82),44% (42/95),54% (95/177),6,0,86% (12/14),36% (5/14),61% (17/28),"['5', '5']","['3', '1', '5', '1']","['4', '3', '6', '3']",[],[],2.81
