Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
16.08.,Tirante T. A.,2,,,,,,7,1,62%,79% (27/34),52% (11/21),75% (3/4),45% (13/29),55% (11/20),80% (4/5),19,16,67% (2/3),69% (38/55),49% (24/49),60% (62/104),6,0,89% (8/9),44% (4/9),67% (12/18),"['4', '3', '6', '3']","['3', '1', '5', '1']",[],[],[],1.33
16.08.,Wawrinka S.,0,,,,,,4,0,59%,55% (16/29),45% (9/20),20% (1/5),21% (7/34),48% (10/21),25% (1/4),10,25,50% (2/4),51% (25/49),31% (17/55),40% (42/104),4,2,56% (5/9),11% (1/9),33% (6/18),[],"['2', '5']",[],[],[],20.0
15.08.,Wawrinka S.,2,,,,,,4,2,57%,79% (31/39),45% (13/29),60% (3/5),40% (10/25),55% (12/22),67% (4/6),23,30,75% (15/20),65% (44/68),47% (22/47),57% (66/115),6,0,80% (8/10),44% (4/9),63% (12/19),"['2', '2', '6', '4']","['2', '2', '4', '2']",[],[],[],21.5
15.08.,Cerundolo J. M.,0,,,,,,0,0,53%,60% (15/25),45% (10/22),33% (2/6),21% (8/39),55% (16/29),40% (2/5),11,19,75% (3/4),53% (25/47),35% (24/68),43% (49/115),4,0,56% (5/9),20% (2/10),37% (7/19),"['1', '0']","['1', '0']",[],[],[],1.64
14.08.,Wawrinka S.,2,,,,,,9,2,53%,90% (28/31),57% (16/28),100% (1/1),48% (12/25),38% (11/29),33% (2/6),24,33,100% (3/3),75% (44/59),41% (22/54),58% (66/113),6,0,100% (10/10),22% (2/9),63% (12/19),"['2', '0']","['3', '2']",[],[],[],1.45
14.08.,Noguchi R.,0,,,,,,1,0,46%,56% (14/25),62% (18/29),67% (4/6),19% (6/31),43% (12/28),0% (0/1),4,17,71% (5/7),59% (32/54),25% (15/59),42% (47/113),4,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],19.5
14.08.,Wawrinka S.,2,,,,,,8,1,50%,76% (25/33),58% (19/33),88% (7/8),28% (8/29),59% (17/29),38% (3/8),24,34,83% (5/6),67% (44/66),43% (25/58),56% (69/124),6,0,90% (9/10),33% (3/9),63% (12/19),"['2', '0']","['2', '3', '5', '4']",[],[],[],17.5
14.08.,Harper C.,0,,,,,,0,6,50%,72% (21/29),41% (12/29),63% (5/8),24% (8/33),42% (14/33),13% (1/8),10,22,50% (3/6),57% (33/58),33% (22/66),44% (55/124),4,1,67% (6/9),10% (1/10),37% (7/19),[],"['2', '0']",[],[],[],1.27
23.07.,Dzumhur D.,2,,,,,,1,5,62%,62% (33/53),39% (13/33),67% (8/12),171 km/h,141 km/h,43% (15/35),55% (18/33),86% (6/7),23,31,75% (6/8),53% (46/86),49% (33/68),51% (79/154),7,0,64% (7/11),55% (6/11),59% (13/22),"['2', '3', '5', '4']","['1', '0', '3', '0', '5', '4', '6', '5']",[],[],[],1.50
23.07.,Wawrinka S.,0,,,,,,5,0,51%,57% (20/35),45% (15/33),14% (1/7),193 km/h,151 km/h,38% (20/53),61% (20/33),33% (4/12),27,35,44% (11/25),51% (35/68),47% (40/86),49% (75/154),3,0,45% (5/11),36% (4/11),41% (9/22),"['3', '1']","['1', '3', '4', '4', '5', '5']",[],[],[],2.63
21.07.,Wawrinka S.,2,,,,,,0,0,58%,69% (20/29),57% (12/21),67% (4/6),192 km/h,159 km/h,42% (14/33),90% (9/10),83% (5/6),17,11,86% (6/7),64% (32/50),53% (23/43),59% (55/93),7,0,78% (7/9),63% (5/8),71% (12/17),"['2', '2', '4', '2', '6', '4']","['2', '0', '5', '1']",[],[],[],1.59
21.07.,Guillen Meza A.,0,,,,,,0,4,77%,58% (19/33),10% (1/10),17% (1/6),162 km/h,139 km/h,31% (9/29),43% (9/21),33% (2/6),8,9,100% (4/4),47% (20/43),36% (18/50),41% (38/93),3,1,38% (3/8),22% (2/9),29% (5/17),"['2', '1', '3', '4']",[],[],[],[],2.37
15.07.,Shevchenko A.,2,,,,,,7,2,59%,79% (30/38),62% (16/26),100% (5/5),31% (10/32),64% (14/22),50% (3/6),29,21,70% (7/10),72% (46/64),44% (24/54),59% (70/118),8,0,100% (9/9),38% (3/8),71% (12/17),"['4', '2']","['1', '0', '5', '2']",[],[],[],1.93
15.07.,Wawrinka S.,0,,,,,,6,0,59%,69% (22/32),36% (8/22),50% (3/6),21% (8/38),38% (10/26),0% (0/5),16,19,29% (2/7),56% (30/54),28% (18/64),41% (48/118),2,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.87
12.07.,Moller E.,2,,,,,,3,3,56%,67% (28/42),52% (17/33),70% (7/10),34% (11/32),62% (23/37),71% (5/7),60% (45/75),49% (34/69),55% (79/144),7,0,70% (7/10),50% (5/10),60% (12/20),"['2', '1', '4', '1', '5', '2']","['4', '3', '6', '5']",[],[],[],1.71
12.07.,Wawrinka S.,0,,,,,,3,1,46%,66% (21/32),38% (14/37),29% (2/7),33% (14/42),48% (16/33),30% (3/10),51% (35/69),40% (30/75),45% (65/144),3,4,50% (5/10),30% (3/10),40% (8/20),"['2', '4']","['5', '5', '6', '6']",[],[],[],2.04
11.07.,Wawrinka S.,2,,,,,,9,0,67%,78% (31/40),50% (10/20),50% (2/4),42% (19/45),50% (10/20),44% (4/9),68% (41/60),45% (29/65),56% (70/125),8,0,82% (9/11),40% (4/10),62% (13/21),"['2', '2', '4', '2']","['3', '4', '6', '5']",[],[],[],1.35
11.07.,Albot R.,0,,,,,,0,2,69%,58% (26/45),50% (10/20),56% (5/9),23% (9/40),50% (10/20),50% (2/4),55% (36/65),32% (19/60),44% (55/125),2,0,60% (6/10),18% (2/11),38% (8/21),"['1', '0']","['3', '1']",[],[],[],3.04
10.07.,Wawrinka S.,2,,,,,,5,1,67%,76% (26/34),59% (10/17),67% (2/3),41% (21/51),62% (16/26),31% (4/13),71% (36/51),48% (37/77),57% (73/128),6,0,89% (8/9),40% (4/10),63% (12/19),"['2', '1']","['1', '0', '4', '3', '6', '3']",[],[],[],1.23
10.07.,Vrbensky M.,0,,,,,,1,3,66%,59% (30/51),38% (10/26),69% (9/13),24% (8/34),41% (7/17),33% (1/3),52% (40/77),29% (15/51),43% (55/128),4,1,60% (6/10),11% (1/9),37% (7/19),[],"['1', '1']",[],[],[],3.90
08.07.,Wawrinka S.,2,,,,,,1,2,64%,72% (34/47),52% (14/27),50% (1/2),13% (4/32),79% (15/19),50% (3/6),65% (48/74),37% (19/51),54% (67/125),5,0,90% (9/10),33% (3/9),63% (12/19),"['2', '0', '6', '4']","['2', '0']",[],[],[],1.39
08.07.,Butvilas E.,0,,,,,,5,2,63%,88% (28/32),21% (4/19),50% (3/6),28% (13/47),48% (13/27),50% (1/2),63% (32/51),35% (26/74),46% (58/125),5,2,67% (6/9),10% (1/10),37% (7/19),"['2', '3']",[],[],[],[],2.85
17.06.,Ymer E.,2,,,,,,5,1,59%,72% (41/57),54% (21/39),75% (6/8),29% (15/51),47% (20/43),38% (3/8),21,28,75% (9/12),65% (62/96),37% (35/94),51% (97/190),5,0,87% (13/15),20% (3/15),53% (16/30),"['2', '1']","['7', '5']","['3', '1']",[],[],2.19
17.06.,Wawrinka S.,1,,,,,,5,3,54%,71% (36/51),53% (23/43),63% (5/8),28% (16/57),46% (18/39),25% (2/8),28,49,92% (11/12),63% (59/94),35% (34/96),49% (93/190),5,0,80% (12/15),13% (2/15),47% (14/30),"['2', '2', '5', '3']",[],[],[],[],1.63
10.06.,Albot R.,2,,,,,,2,1,61%,71% (30/42),78% (21/27),100% (3/3),28% (11/39),42% (15/36),20% (1/5),74% (51/69),35% (26/75),53% (77/144),7,0,100% (11/11),9% (1/11),55% (12/22),"['5', '4']",[],[],[],[],5.75
10.06.,Wawrinka S.,0,,,,,,7,4,52%,72% (28/39),58% (21/36),80% (4/5),29% (12/42),22% (6/27),0% (0/3),65% (49/75),26% (18/69),47% (67/144),3,1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.11
26.05.,Fearnley J.,3,,,,,,9,7,66%,82% (50/61),45% (14/31),60% (3/5),194 km/h,165 km/h,38% (18/47),41% (16/39),71% (5/7),32,40,92% (11/12),70% (64/92),40% (34/86),55% (98/178),8,0,87% (13/15),36% (5/14),62% (18/29),"['1', '0']","['3', '1']","['1', '0', '3', '2', '5', '2']",[],[],1.50
26.05.,Wawrinka S.,0,,,,,,5,2,55%,62% (29/47),59% (23/39),29% (2/7),190 km/h,157 km/h,20% (12/61),55% (17/31),40% (2/5),14,36,50% (7/14),60% (52/86),30% (28/92),45% (80/178),2,0,64% (9/14),13% (2/15),38% (11/29),"['2', '2']",[],"['2', '2']",[],[],2.63
13.05.,Harris B.,2,,,,,,8,2,59%,76% (32/42),52% (15/29),50% (2/4),36% (16/44),59% (17/29),71% (5/7),25,24,80% (8/10),66% (47/71),45% (33/73),56% (80/144),9,0,83% (10/12),42% (5/12),63% (15/24),[],"['1', '1', '3', '1', '6', '2']","['3', '1', '5', '1']",[],[],3.90
13.05.,Wawrinka S.,1,,,,,,6,1,60%,64% (28/44),41% (12/29),29% (2/7),24% (10/42),48% (14/29),50% (2/4),19,22,50% (1/2),55% (40/73),34% (24/71),44% (64/144),1,0,58% (7/12),17% (2/12),38% (9/24),"['3', '1']","['1', '0']",[],[],[],1.23
