Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,54/42,2/5,52/37,-,-,-
2024,4/7,0/1,4/6,-,-,-
2023,17/12,1/1,16/11,-,-,-
2022,30/15,1/2,29/13,-,-,-
2021,3/8,0/1,3/7,-,-,-
