Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,185/122,30/36,94/57,58/27,3/2,-
2024,17/21,1/5,5/11,10/4,1/1,-
2023,46/29,16/10,22/14,8/5,-,-
2022,36/28,6/9,20/13,8/5,2/1,-
2021,46/18,2/3,27/10,17/5,-,-
2020,14/10,1/2,11/6,2/2,-,-
2019,19/11,1/3,5/2,13/6,-,-
2018,7/3,3/2,4/1,-,-,-
2017,0/1,0/1,-,-,-,-
2016,0/1,0/1,-,-,-,-
