Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,80/63,20/18,50/36,10/9,-,-
2024,25/20,3/5,13/10,9/5,-,-
2023,27/17,9/2,17/12,1/3,-,-
2022,14/14,1/2,13/11,0/1,-,-
2021,9/8,2/5,7/3,-,-,-
2020,5/4,5/4,-,-,-,-
