Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,193/201,50/56,107/104,31/32,2/5,3/4
2024,12/14,0/2,12/12,-,-,-
2023,38/29,4/6,22/15,10/5,-,2/3
2022,9/20,0/6,8/7,0/5,1/2,-
2021,21/30,11/18,9/10,0/1,1/1,-
2020,5/15,0/1,2/10,2/3,-,1/1
2019,25/26,16/10,9/12,0/2,0/2,-
2018,33/25,10/5,14/15,9/5,-,-
2017,32/19,6/3,21/13,5/3,-,-
2016,10/14,2/2,8/8,0/4,-,-
2015,7/3,-,2/2,5/1,-,-
2014,1/3,1/3,-,-,-,-
2013,0/3,-,-,0/3,-,-
