Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,83/93,20/32,44/47,19/13,0/1,-
2024,12/17,1/2,8/13,3/2,-,-
2023,39/28,4/7,28/17,7/4,-,-
2022,18/25,8/13,2/5,8/6,0/1,-
2021,14/19,7/7,6/11,1/1,-,-
2020,0/4,0/3,0/1,-,-,-
