Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES :  M25 Edmonton (Canada),hard,header
CHALLENGER MEN - SINGLES :  Tiburon (USA),hard,header
ITF MEN - SINGLES :  M25 Edmonton (Canada),hard,header
CHALLENGER MEN - SINGLES :  Tiburon (USA),hard,header
ITF MEN - SINGLES :  M25 Edmonton (Canada),hard,header
CHALLENGER MEN - SINGLES :  Tiburon (USA),hard,header
CHALLENGER MEN - SINGLES :  Tiburon (USA),hard,header
04.10.2023,Schnur B.,1,7^7,3,4,,,12,4,62%,70% (48/69),35% (15/43),64% (9/14),22% (12/55),47% (15/32),75% (3/4),56% (63/112),31% (27/87),45% (90/199),67% (10/15),19% (3/16),42% (13/31),"['2', '0', '5', '3']",[],"['3', '1']",[],[],3.63
04.10.2023,Michelsen A.,2,6^2,6,6,,,8,2,63%,78% (43/55),53% (17/32),25% (1/4),30% (21/69),65% (28/43),36% (5/14),69% (60/87),44% (49/112),55% (109/199),81% (13/16),33% (5/15),58% (18/31),"['2', '3', '4', '5']","['5', '3']","['3', '4', '5', '4']",[],[],1.26
CHALLENGER MEN - SINGLES :  Tiburon (USA) - Qualification,hard,header
03.10.2023,Schnur B.,2,7^7,7^7,,,,9,4,56%,70% (38/54),40% (17/42),60% (6/10),38% (23/60),61% (19/31),40% (4/10),57% (54/94),46% (42/91),52% (96/185),67% (8/12),33% (4/12),50% (12/24),"['2', '1', '4', '5']","['1', '1', '4', '4']",[],[],[],2.09
03.10.2023,Mansouri S.,0,6^2,6^2,,,,8,2,66%,62% (37/60),39% (12/31),60% (6/10),30% (16/54),60% (25/42),40% (4/10),54% (49/91),43% (40/94),48% (89/185),67% (8/12),33% (4/12),50% (12/24),"['3', '3', '5', '3']","['1', '0', '2', '1']",[],[],[],1.69
02.10.2023,Schnur B.,2,6,6,,,,9,1,68%,88% (28/32),60% (9/15),100% (2/2),43% (12/28),45% (9/20),67% (2/3),79% (33/42),42% (19/45),60% (52/87),100% (8/8),29% (2/7),67% (10/15),"['3', '1']","['3', '2', '6', '2']",[],[],[],2.20
02.10.2023,Chidekh C.,0,3,2,,,,0,7,58%,57% (16/28),55% (11/20),33% (1/3),13% (4/32),40% (6/15),0% (0/2),58% (26/45),21% (9/42),40% (35/87),71% (5/7),0% (0/8),33% (5/15),[],[],[],[],[],1.63
CHALLENGER MEN - SINGLES :  Charleston (USA) - Qualification,hard,header
24.09.2023,Schnur B.,1,7^10,5,6^5,,,11,6,66%,73% (66/90),52% (24/46),86% (12/14),23% (17/75),40% (23/57),8% (1/12),66% (90/136),30% (40/132),49% (130/268),89% (16/18),6% (1/18),47% (17/36),[],[],"['5', '5']",[],[],2.09
24.09.2023,Holmgren A.,2,6^8,7,7^7,,,17,5,57%,77% (58/75),60% (34/57),92% (11/12),27% (24/90),48% (22/46),14% (2/14),70% (92/132),34% (46/136),51% (138/268),94% (17/18),11% (2/18),53% (19/36),[],"['6', '5']","['3', '2']",[],[],1.69
CHALLENGER MEN - SINGLES :  Columbus (USA) - Qualification,hard,header
17.09.2023,Schnur B.,0,6^11,6^5,,,,7,5,52%,78% (38/49),49% (22/45),71% (5/7),23% (10/43),42% (20/48),29% (2/7),64% (60/94),33% (30/91),49% (90/185),83% (10/12),17% (2/12),50% (12/24),"['2', '2']","['3', '2']",[],[],[],1.53
17.09.2023,Gomez F. A.,2,7^13,7^7,,,,7,13,47%,77% (33/43),58% (28/48),71% (5/7),22% (11/49),51% (23/45),29% (2/7),67% (61/91),36% (34/94),51% (95/185),83% (10/12),17% (2/12),50% (12/24),"['1', '0']","['3', '3']",[],[],[],2.41
CHALLENGER MEN - SINGLES :  Cary 2 (USA),hard,header
12.09.2023,Schnur B.,1,3,7^7,3,,,9,4,59%,69% (35/51),53% (19/36),33% (2/6),22% (14/64),50% (19/38),29% (2/7),62% (54/87),32% (33/102),46% (87/189),71% (10/14),13% (2/16),40% (12/30),"['1', '0']",[],"['3', '4']",[],[],2.54
12.09.2023,Samuel T.,2,6,6^5,6,,,9,2,63%,78% (50/64),50% (19/38),71% (5/7),31% (16/51),47% (17/36),67% (4/6),68% (69/102),38% (33/87),54% (102/189),88% (14/16),29% (4/14),60% (18/30),"['1', '1', '4', '2']",[],"['2', '0', '5', '3']",[],[],1.48
CHALLENGER MEN - SINGLES :  Winnipeg (Canada),hard,header
15.08.2023,Schnur B.,0,2,1,,,,0,8,44%,68% (13/19),13% (3/24),17% (1/6),31% (11/35),36% (5/14),33% (1/3),37% (16/43),33% (16/49),35% (32/92),29% (2/7),13% (1/8),20% (3/15),"['1', '2']",[],[],[],[],1.76
15.08.2023,King D.,2,6,6,,,,1,1,71%,69% (24/35),64% (9/14),67% (2/3),32% (6/19),88% (21/24),83% (5/6),67% (33/49),63% (27/43),65% (60/92),88% (7/8),71% (5/7),80% (12/15),"['2', '0', '4', '2', '6', '2']","['2', '0', '5', '1']",[],[],[],1.98
ATP - SINGLES :  Toronto (Canada) - Qualification,hard,header
06.08.2023,Schnur B.,0,2,1,,,,4,4,48%,65% (15/23),28% (7/25),44% (4/9),22% (6/27),45% (10/22),0% (0/4),13,11,57% (8/14),46% (22/48),33% (16/49),39% (38/97),38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],2.67
06.08.2023,Purcell M.,2,6,6,,,,7,2,55%,78% (21/27),55% (12/22),100% (4/4),35% (8/23),72% (18/25),56% (5/9),18,4,33% (2/6),67% (33/49),54% (26/48),61% (59/97),100% (7/7),63% (5/8),80% (12/15),"['1', '0', '4', '1']","['1', '0', '3', '0', '6', '1']",[],[],[],1.44
06.08.2023,Schnur B.,2,4,7^7,7,,,7,3,73%,66% (55/83),53% (16/30),50% (4/8),28% (21/76),61% (30/49),44% (4/9),36,10,58% (18/31),63% (71/113),41% (51/125),51% (122/238),76% (13/17),24% (4/17),50% (17/34),[],"['2', '3', '4', '3']","['3', '3', '7', '5']",[],[],5.02
06.08.2023,Cressy M.,1,6,6^2,5,,,19,19,61%,72% (55/76),39% (19/49),56% (5/9),34% (28/83),47% (14/30),50% (4/8),55,26,59% (49/83),59% (74/125),37% (42/113),49% (116/238),76% (13/17),24% (4/17),50% (17/34),"['6', '4']","['3', '1', '4', '4']","['2', '1']",[],[],1.17
ITF MEN - SINGLES :  M25 Laval (Canada),hard,header
CHALLENGER MEN - SINGLES :  Morelos (Mexico),hard,header
26.04.2022,Menendez-Maceiras A.,1,5,7^7,2,,,4,3,67%,69% (35/51),56% (14/25),50% (3/6),27% (15/56),54% (14/26),50% (3/6),64% (49/76),35% (29/82),49% (78/158),77% (10/13),21% (3/14),48% (13/27),"['3', '1']","['5', '5']","['2', '1']",[],[],2.44
26.04.2022,Schnur B.,1,7,6^3,1,,,13,3,68%,73% (41/56),46% (12/26),50% (3/6),31% (16/51),44% (11/25),50% (3/6),65% (53/82),36% (27/76),51% (80/158),79% (11/14),23% (3/13),52% (14/27),"['3', '4', '6', '5']","['4', '3']",[],[],[],1.54
CHALLENGER MEN - SINGLES :  Biel (Switzerland),hard,header
21.03.2022,Schnur B.,1,7^7,3,5,,,7,6,68%,72% (50/69),39% (13/33),38% (3/8),31% (28/90),55% (18/33),17% (3/18),62% (63/102),37% (46/123),48% (109/225),69% (11/16),18% (3/17),42% (14/33),"['5', '5']","['1', '2']","['2', '0']",[],[],1.44
21.03.2022,Karlovskiy E.,2,6^5,6,7,,,8,4,73%,69% (62/90),45% (15/33),83% (15/18),28% (19/69),61% (20/33),63% (5/8),63% (77/123),38% (39/102),52% (116/225),82% (14/17),31% (5/16),58% (19/33),"['5', '4']","['2', '0', '5', '3']","['2', '3', '6', '5']",[],[],2.74
CHALLENGER MEN - SINGLES :  Roseto Degli Abruzzi 2 (Italy),clay,header
15.03.2022,Schnur B.,1,6,2,3,,,0,3,65%,52% (26/50),63% (17/27),38% (3/8),30% (20/66),53% (23/43),30% (3/10),56% (43/77),39% (43/109),46% (86/186),62% (8/13),21% (3/14),41% (11/27),"['4', '3']","['2', '3']","['1', '2']",[],[],2.18
15.03.2022,Gautier A.,2,4,6,6,,,3,1,61%,70% (46/66),47% (20/43),70% (7/10),48% (24/50),37% (10/27),63% (5/8),61% (66/109),44% (34/77),54% (100/186),79% (11/14),38% (5/13),59% (16/27),[],"['2', '0', '4', '2', '6', '2']","['2', '0', '4', '2']",[],[],1.66
CHALLENGER MEN - SINGLES :  Forli 5 (Italy),hard,header
23.02.2022,Schnur B.,1,6,6^5,4,,,8,4,66%,72% (56/78),50% (20/40),83% (10/12),30% (22/73),44% (11/25),29% (2/7),64% (76/118),34% (33/98),50% (109/216),88% (14/16),13% (2/16),50% (16/32),"['5', '4']","['2', '3']",[],[],[],1.47
23.02.2022,Horansky F.,2,4,7^7,6,,,6,0,74%,70% (51/73),56% (14/25),71% (5/7),28% (22/78),40% (16/40),17% (2/12),66% (65/98),36% (42/118),50% (107/216),88% (14/16),13% (2/16),50% (16/32),[],"['3', '1']","['4', '3']",[],[],2.70
21.02.2022,Schnur B.,2,3,6,6,,,6,0,69%,72% (42/58),58% (15/26),75% (3/4),25% (15/59),45% (10/22),75% (3/4),68% (57/84),36% (29/81),52% (86/165),92% (12/13),21% (3/14),56% (15/27),[],"['6', '4']","['3', '1', '6', '2']",[],[],2.13
21.02.2022,Grenier H.,1,6,4,2,,,6,4,73%,75% (44/59),36% (8/22),25% (1/4),28% (16/58),42% (11/26),25% (1/4),64% (52/81),32% (27/84),48% (79/165),79% (11/14),8% (1/13),44% (12/27),"['3', '1']",[],[],[],[],1.70
CHALLENGER MEN - SINGLES :  Forli 4 (Italy),hard,header
17.02.2022,Schnur B.,0,6^5,5,,,,7,7,57%,73% (35/48),50% (18/36),75% (6/8),25% (16/64),43% (9/21),14% (1/7),63% (53/84),32% (27/85),47% (80/169),83% (10/12),8% (1/12),46% (11/24),"['2', '2']",[],[],[],[],3.22
17.02.2022,van Rijthoven T.,2,7^7,7,,,,6,2,75%,75% (48/64),48% (10/21),86% (6/7),27% (13/48),31% (11/36),25% (2/8),68% (58/85),37% (31/84),53% (89/169),92% (11/12),17% (2/12),54% (13/24),"['1', '0']","['7', '5']",[],[],[],1.35
14.02.2022,Schnur B.,2,6,3,6,,,4,2,66%,67% (35/52),63% (17/27),71% (5/7),37% (21/57),42% (10/24),44% (4/9),66% (52/79),41% (33/81),53% (85/160),85% (11/13),31% (4/13),58% (15/26),"['1', '0', '5', '4']",[],"['2', '0', '5', '1']",[],[],1.48
14.02.2022,Gigante M.,1,4,6,1,,,4,2,70%,63% (36/57),50% (12/24),56% (5/9),33% (17/52),30% (8/27),29% (2/7),59% (48/81),34% (27/79),47% (75/160),69% (9/13),15% (2/13),42% (11/26),"['1', '1']","['5', '3']",[],[],[],2.59
CHALLENGER MEN - SINGLES :  Cleveland (USA),hard,header
03.02.2022,Schnur B.,1,6,4,3,,,7,8,64%,67% (39/58),39% (13/33),64% (7/11),24% (14/59),54% (27/50),25% (4/16),57% (52/91),42% (46/109),49% (98/200),69% (9/13),29% (4/14),48% (13/27),"['1', '0', '3', '0']","['2', '3']","['1', '0']",[],[],2.75
03.02.2022,Sock J.,2,2,6,6,,,7,5,54%,76% (45/59),36% (18/50),75% (12/16),33% (19/58),36% (12/33),36% (4/11),58% (63/109),43% (39/91),51% (102/200),71% (10/14),31% (4/13),52% (14/27),[],"['3', '1', '6', '4']","['1', '1', '4', '2']",[],[],1.44
CHALLENGER MEN - SINGLES :  Columbus (USA),hard,header
25.01.2022,Schnur B.,1,4,7,5,,,14,3,73%,65% (48/74),61% (17/28),25% (1/4),30% (22/73),22% (8/36),22% (2/9),64% (65/102),33% (36/109),48% (101/211),82% (14/17),12% (2/17),47% (16/34),[],"['2', '0', '7', '5']",[],[],[],2.60
25.01.2022,Rodionov J.,2,6,5,7,,,13,6,67%,70% (51/73),61% (22/36),78% (7/9),35% (26/74),29% (8/28),75% (3/4),67% (73/109),36% (37/102),52% (110/211),88% (15/17),18% (3/17),53% (18/34),"['4', '3']","['4', '5']","['6', '5']",[],[],1.48
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
11.01.2022,Schnur B.,1,4,6,4,,,7,3,67%,67% (36/54),48% (13/27),50% (4/8),31% (14/45),30% (10/33),50% (4/8),21,42,68% (17/25),60% (49/81),41% (32/78),51% (81/159),71% (10/14),31% (4/13),52% (14/27),[],"['2', '0', '5', '1']","['1', '2', '2', '3']",[],[],1.58
11.01.2022,Tirante T. A.,2,6,1,6,,,2,8,58%,69% (31/45),45% (15/33),50% (4/8),33% (18/54),41% (11/27),50% (4/8),14,27,60% (6/10),59% (46/78),40% (32/81),49% (78/159),69% (9/13),29% (4/14),48% (13/27),"['2', '1']",[],"['2', '0', '3', '1', '6', '4']",[],[],2.40
ATP - SINGLES :  ATP Cup (Australia),hard,header
02.01.2022,Schnur B.,0,1,3,,,,1,4,63%,62% (18/29),41% (7/17),50% (4/8),20% (7/35),60% (9/15),0% (0/1),54% (25/46),32% (16/50),43% (41/96),50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],0
02.01.2022,Isner J.,2,6,6,,,,10,0,70%,80% (28/35),40% (6/15),100% (1/1),38% (11/29),35% (6/17),50% (4/8),68% (34/50),46% (21/46),57% (55/96),100% (8/8),50% (4/8),75% (12/16),"['2', '0', '5', '1']","['3', '2', '6', '3']",[],[],[],0
ATP - SINGLES :  Davis Cup - World Group (World),-,header
28.11.2021,Schnur B.,1,3,7^7,5,,,7,5,73%,63% (52/83),57% (17/30),56% (5/9),26% (20/78),51% (18/35),33% (2/6),29,40,61% (69/113),34% (38/113),47% (107/226),75% (12/16),12% (2/17),42% (14/33),[],"['6', '6']","['1', '0']",[],[],2.33
