Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,56/62,52/55,0/2,-,-,4/5
2024,22/21,22/21,-,-,-,-
2023,24/27,24/25,0/2,-,-,-
2022,9/12,5/7,-,-,-,4/5
2021,1/1,1/1,-,-,-,-
2019,0/1,0/1,-,-,-,-
