Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,107/145,27/39,75/102,2/1,2/2,1/1
2024,10/24,1/4,7/18,-,2/2,-
2023,21/25,1/1,19/23,-,-,1/1
2022,25/23,13/6,12/17,-,-,-
2020,3/7,0/3,3/4,-,-,-
2019,24/28,5/9,17/18,2/1,-,-
2018,18/25,4/7,14/18,-,-,-
2017,6/12,3/8,3/4,-,-,-
2016,0/1,0/1,-,-,-,-
