Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,86/50,19/10,63/35,4/4,0/1,-
2024,42/22,4/2,38/20,-,-,-
2023,31/20,10/6,20/12,1/2,-,-
2022,13/8,5/2,5/3,3/2,0/1,-
