Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,15/15,6/9,7/4,2/2,-,-
2024,3/5,2/3,1/2,-,-,-
2023,9/6,3/4,6/2,-,-,-
2022,3/4,1/2,-,2/2,-,-
