Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,66/36,2/2,53/27,0/2,-,11/5
2024,45/20,-,41/20,-,-,4/0
2023,14/9,-,12/7,0/1,-,2/1
2022,5/4,2/2,-,0/1,-,3/1
2021,2/3,-,-,-,-,2/3
