Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,132/99,44/30,83/59,5/10,-,-
2024,5/2,-,5/2,-,-,-
2023,31/31,17/10,11/15,3/6,-,-
2022,43/29,5/9,36/16,2/4,-,-
2021,17/15,13/7,4/8,-,-,-
2020,2/2,-,2/2,-,-,-
2019,7/4,4/2,3/2,-,-,-
2018,9/7,-,9/7,-,-,-
2017,12/4,-,12/4,-,-,-
2016,5/4,5/2,0/2,-,-,-
2015,1/1,-,1/1,-,-,-
