Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,364/172,107/46,143/77,65/34,45/13,4/2
2024,26/8,15/1,5/4,-,6/3,-
2023,14/12,2/0,9/10,-,3/2,-
2022,32/13,4/2,15/9,1/2,9/0,3/0
2021,41/12,13/4,14/5,3/2,11/1,-
2020,21/13,7/4,13/7,0/1,1/1,-
2019,48/25,12/4,15/10,9/7,11/2,1/2
2018,46/29,14/8,17/12,11/5,4/4,-
2017,53/22,15/9,23/8,15/5,-,-
2016,21/11,12/4,-,9/7,-,-
2015,51/20,10/6,32/12,9/2,-,-
2014,8/4,0/2,-,8/2,-,-
2013,3/2,3/2,-,-,-,-
2012,0/1,-,-,0/1,-,-
