Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,531/250,193/60,206/112,89/52,31/25,12/1
2024,38/17,22/6,11/9,-,4/2,1/0
2023,52/25,17/5,18/8,9/6,5/5,3/1
2022,64/25,17/4,19/8,18/10,8/3,2/0
2021,55/19,23/5,26/8,6/5,0/1,-
2020,41/17,9/3,23/9,7/5,-,2/0
2019,60/28,15/5,23/14,15/5,3/4,4/0
2018,57/32,15/6,19/13,16/8,7/5,-
2017,58/31,25/12,14/8,15/8,4/3,-
2016,49/19,30/6,16/7,3/5,0/1,-
2015,32/19,9/4,23/14,-,0/1,-
2014,19/11,11/4,8/7,-,-,-
2013,6/7,-,6/7,-,-,-
