Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,411/224,239/108,106/69,44/34,6/9,16/4
2024,47/16,24/7,21/8,-,1/1,1/0
2023,39/23,22/8,12/12,4/2,1/1,-
2022,53/24,25/7,19/9,5/4,2/3,2/1
2021,57/17,28/5,16/6,7/4,2/2,4/0
2020,22/16,17/9,4/5,0/2,-,1/0
2019,45/31,28/13,8/10,7/7,0/1,2/0
2018,44/32,20/19,19/9,3/3,0/1,2/0
2017,30/32,22/23,3/6,3/2,-,2/1
2016,56/19,46/13,4/3,4/1,-,2/2
2015,13/7,6/2,0/1,7/4,-,-
2014,4/6,1/2,-,3/4,-,-
2013,1/1,-,-,1/1,-,-
