Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,405/236,107/63,187/90,73/58,29/16,9/9
2024,40/17,14/4,16/9,3/2,6/2,1/0
2023,48/24,5/5,22/11,13/5,7/3,1/0
2022,42/22,9/4,18/9,10/7,5/2,-
2021,36/23,1/4,22/9,8/7,5/3,-
2020,21/16,6/5,11/6,4/5,-,-
2019,39/28,7/7,23/11,2/6,4/3,3/1
2018,52/30,14/4,22/15,11/7,2/3,3/1
2017,56/32,12/10,33/13,11/5,-,0/4
2016,47/28,29/12,8/5,9/8,-,1/3
2015,20/14,8/7,10/1,2/6,-,-
2014,4/2,2/1,2/1,-,-,-
