Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,163/169,14/17,138/146,11/6,-,-
2024,32/22,-,26/21,6/1,-,-
2023,12/9,0/1,12/8,-,-,-
2020,11/7,-,8/6,3/1,-,-
2019,24/29,9/6,15/22,0/1,-,-
2018,12/18,0/1,12/17,-,-,-
2017,7/18,-,7/18,-,-,-
2016,29/28,1/1,26/25,2/2,-,-
2015,14/23,3/7,11/16,-,-,-
2014,19/13,1/1,18/11,0/1,-,-
2013,3/2,-,3/2,-,-,-
