Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,45/47,28/29,14/10,2/5,-,1/3
2024,17/14,13/11,4/2,0/1,-,-
2023,15/14,5/7,9/6,0/1,-,1/0
2022,10/12,8/5,1/2,1/2,-,0/3
2021,1/1,-,-,1/1,-,-
2019,0/1,0/1,-,-,-,-
2018,2/2,2/2,-,-,-,-
2017,0/2,0/2,-,-,-,-
2016,0/1,0/1,-,-,-,-
