Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,93/77,5/7,75/60,0/3,3/2,10/5
2024,36/27,-,29/21,0/2,3/2,4/2
2023,30/28,5/7,25/20,0/1,-,-
2022,26/18,-,20/15,-,-,6/3
2021,0/3,-,0/3,-,-,-
2016,1/1,-,1/1,-,-,-
