Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,198/151,135/88,31/29,32/34,-,-
2024,19/10,16/7,-,3/3,-,-
2023,20/12,19/10,-,1/2,-,-
2022,13/8,13/5,0/3,-,-,-
2021,7/7,4/5,2/1,1/1,-,-
2020,2/2,0/1,-,2/1,-,-
2019,15/18,9/12,2/2,4/4,-,-
2018,24/16,18/11,-,6/5,-,-
2017,29/17,15/5,6/4,8/8,-,-
2016,23/15,21/13,2/2,-,-,-
2015,26/20,14/10,8/5,4/5,-,-
2014,14/19,3/6,8/9,3/4,-,-
2013,6/7,3/3,3/3,0/1,-,-
