Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,109/59,12/4,91/50,1/2,4/2,1/1
2024,39/23,2/2,33/19,-,4/2,-
2023,46/23,10/2,34/18,1/2,-,1/1
2022,24/12,-,24/12,-,-,-
2019,0/1,-,0/1,-,-,-
