Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,152/88,65/52,87/36,-,-,-
2024,0/4,0/4,-,-,-,-
2023,49/16,16/8,33/8,-,-,-
2022,17/13,9/8,8/5,-,-,-
2021,33/21,19/14,14/7,-,-,-
2020,5/4,1/1,4/3,-,-,-
2019,34/18,9/8,25/10,-,-,-
2018,10/5,8/3,2/2,-,-,-
2017,3/5,3/5,-,-,-,-
2016,1/2,0/1,1/1,-,-,-
