Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,229/213,189/164,37/36,2/10,0/2,1/1
2024,22/22,22/22,-,-,-,-
2023,37/30,35/26,2/2,0/1,0/1,-
2022,60/39,51/28,8/6,0/3,0/1,1/1
2021,53/38,50/36,3/2,-,-,-
2020,3/8,3/8,-,-,-,-
2019,10/18,9/10,1/7,0/1,-,-
2018,29/29,11/16,17/12,1/1,-,-
2017,8/19,7/12,1/4,0/3,-,-
2016,7/10,1/6,5/3,1/1,-,-
