Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,69/73,22/16,31/41,6/11,-,10/5
2024,14/15,5/3,9/11,0/1,-,-
2023,21/21,5/5,11/11,2/3,-,3/2
2022,13/14,-,5/7,1/4,-,7/3
2021,8/11,1/2,5/7,2/2,-,-
2020,0/3,-,0/3,-,-,-
2018,11/7,9/4,1/2,1/1,-,-
2017,1/1,1/1,-,-,-,-
2016,1/1,1/1,-,-,-,-
