Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,150/138,98/72,11/23,14/21,-,27/22
2024,9/12,1/3,2/6,1/2,-,5/1
2023,23/27,10/12,3/3,-,-,10/12
2022,23/29,10/11,1/8,0/1,-,12/9
2021,34/26,30/20,-,4/6,-,-
2020,11/8,4/2,5/4,2/2,-,-
2019,20/11,16/7,-,4/4,-,-
2018,9/13,8/9,-,1/4,-,-
2017,17/7,17/7,-,-,-,-
2016,4/2,2/1,-,2/1,-,-
2015,0/3,-,0/2,0/1,-,-
