Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,60/54,12/8,48/46,-,-,-
2024,9/14,0/1,9/13,-,-,-
2023,28/20,4/4,24/16,-,-,-
2022,10/5,4/1,6/4,-,-,-
2019,4/10,0/1,4/9,-,-,-
2018,6/2,4/1,2/1,-,-,-
2017,2/2,-,2/2,-,-,-
2015,1/1,-,1/1,-,-,-
