Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,146/83,91/59,49/20,6/4,-,-
2024,29/15,28/14,-,1/1,-,-
2023,36/15,24/9,12/6,-,-,-
2022,29/22,14/14,15/7,0/1,-,-
2021,38/22,14/14,22/7,2/1,-,-
2020,9/4,6/3,-,3/1,-,-
2019,4/4,4/4,-,-,-,-
2018,1/1,1/1,-,-,-,-
